285	39	16	27	23	12	235	213
371	53	2	6	31	6	1	112
19	74	61	60	42	35	73	104
367	5	61	42	52	35	241	289
513	70	44	75	61	72	338	461
252	33	17	20	20	17	240	244
506	81	63	55	59	6	320	325
117	31	12	26	10	17	256	11
127	69	70	6	23	17	239	289
299	55	28	21	17	12	252	320
185	26	22	25	20	17	235	179
57	23	2	15	4	13	50	59
313	8	4	12	10	23	201	39
296	63	44	75	3	17	223	274
534	53	62	68	59	75	87	92
282	5	12	68	52	23	114	147
326	58	17	9	21	17	226	289
347	45	39	33	3	44	363	67
360	21	17	72	20	7	241	289
554	89	67	80	68	86	229	289
414	12	16	28	18	14	178	216
152	36	2	62	10	23	241	289
292	12	19	27	26	14	180	215
487	83	24	77	56	74	323	36
422	8	6	15	3	35	204	251
389	47	74	61	44	72	113	284
280	41	17	28	23	19	240	289
8	73	56	5	61	47	334	32
427	76	24	68	59	70	24	349
448	85	2	68	62	46	153	126
424	55	12	62	47	22	241	234
22	26	2	15	20	6	10	95
230	29	16	28	23	17	233	185
280	41	17	28	23	19	174	281
166	32	17	28	20	19	196	226
382	44	53	51	39	6	262	2
168	40	17	28	23	12	139	87
355	70	52	73	45	79	87	50
278	39	17	28	23	19	235	289
201	31	17	23	23	14	93	135
522	82	24	64	67	56	448	424
17	44	2	15	31	3	16	302
129	53	37	62	21	22	163	289
274	41	17	28	23	19	194	289
336	44	38	45	10	48	6	324
271	41	17	28	23	19	241	289
403	72	37	67	32	60	17	254
412	66	39	66	21	22	14	205
413	74	39	62	52	57	259	75
535	76	62	68	59	75	240	230
487	67	5	80	59	23	217	279
9	5	12	23	21	19	178	199
416	8	34	12	68	31	364	426
142	26	2	3	10	12	378	440
460	66	39	55	53	35	197	222
393	63	38	40	44	23	240	278
473	53	62	37	59	32	112	134
242	39	17	26	23	17	238	273
332	17	2	15	31	21	26	51
16	53	24	42	23	20	226	156
545	81	44	80	59	65	390	431
188	39	17	28	23	19	119	268
320	7	17	36	23	19	348	446
249	41	5	25	23	19	234	289
352	63	2	62	23	12	144	195
348	67	33	68	47	67	59	80
222	26	2	15	10	6	225	282
234	40	17	28	23	19	9	20
279	41	17	28	23	19	241	289
497	89	49	75	48	70	226	250
368	66	21	53	53	44	440	439
295	59	39	7	46	80	28	343
73	21	2	2	31	19	181	105
291	7	68	55	42	21	58	93
405	76	68	68	63	75	106	93
279	41	13	28	23	19	202	280
207	21	13	25	23	17	240	241
258	21	17	28	23	19	129	174
342	48	54	42	44	44	69	322
167	47	18	25	17	2	317	355
268	41	17	28	23	19	241	217
339	53	6	37	3	3	335	323
436	53	17	46	59	49	66	296
18	81	52	55	48	66	392	378
345	59	39	53	59	44	226	289
554	89	39	80	68	86	467	508
350	70	37	61	49	67	293	427
307	23	17	5	6	14	83	297
533	86	54	79	62	81	245	286
553	89	74	80	68	86	464	499
485	84	47	51	59	56	329	328
538	89	68	34	68	80	108	149
302	29	46	25	31	12	122	66
248	40	17	28	23	19	144	86
478	85	59	75	59	78	373	406
525	77	32	72	55	7	408	372
514	7	46	1	59	32	136	154
374	65	24	37	42	12	412	453
499	70	45	68	49	47	410	462
554	89	74	80	68	86	87	98
392	83	33	74	45	82	428	425
517	76	48	68	59	75	80	83
492	54	66	70	63	66	414	475
363	66	17	45	59	2	193	227
75	3	2	15	10	15	48	295
174	3	17	27	18	17	423	468
550	89	51	80	63	86	463	501
456	65	2	60	45	37	359	411
377	76	28	70	42	67	393	448
528	84	56	79	65	58	405	373
301	1	17	20	4	12	354	416
164	30	17	28	23	19	431	464
380	70	32	68	3	42	439	459
492	23	17	19	13	19	64	198
120	18	17	28	23	19	467	507
488	76	38	43	45	44	231	163
276	41	17	28	23	19	216	282
498	83	68	77	59	85	419	419
288	7	17	13	31	33	269	348
307	8	39	42	39	30	320	370
169	56	35	51	51	80	377	388
554	89	67	80	68	69	447	466
528	76	62	68	61	67	372	443
272	41	17	28	23	19	205	289
421	7	28	48	4	32	307	316
471	51	23	32	48	64	438	490
554	89	50	79	68	70	445	481
298	53	2	3	1	24	321	300
354	88	21	30	9	48	369	383
425	87	61	79	57	84	411	400
552	83	49	51	53	47	442	495
318	53	16	14	23	29	107	14
215	26	2	15	10	6	15	88
394	76	7	68	48	12	382	478
546	74	68	78	65	78	343	100
82	53	10	42	10	35	132	248
357	67	27	52	10	37	416	415
133	20	16	20	23	16	409	429
15	86	42	77	23	43	126	157
531	85	37	70	52	48	467	492
420	76	44	40	27	46	388	435
280	41	17	28	23	19	52	93
109	17	22	15	10	6	365	418
530	75	22	13	46	69	327	69
493	76	42	62	59	63	22	93
554	86	69	75	68	86	397	421
538	89	2	63	68	43	350	164
305	84	63	75	61	75	366	362
408	84	2	76	44	32	453	447
30	17	13	20	21	17	345	358
495	76	62	68	59	75	384	364
518	89	24	61	64	75	12	64
290	44	2	41	1	6	272	44
108	68	29	12	1	37	40	168
79	57	73	38	2	45	185	289
550	88	39	68	68	67	460	506
68	20	16	15	10	6	296	366
417	57	6	77	44	34	299	166
280	41	17	28	23	19	241	279
443	59	45	62	53	55	324	344
519	76	5	62	1	46	450	485
447	74	53	3	1	44	44	321
42	76	37	15	4	68	404	449
140	39	17	28	23	19	21	287
554	88	52	68	68	69	458	471
547	76	74	80	62	84	426	397
378	83	37	75	45	59	430	474
338	65	52	43	46	75	353	457
507	83	17	68	59	75	467	507
463	77	35	13	52	63	63	47
156	44	5	26	23	16	86	203
50	8	30	6	15	25	300	303
365	41	17	19	23	14	455	496
249	26	2	15	10	6	301	76
479	77	60	60	61	77	421	409
69	26	2	15	10	37	462	487
147	7	42	15	10	6	425	505
554	89	73	79	68	75	434	469
231	39	17	28	23	19	379	404
249	41	23	15	16	6	467	508
280	39	17	28	23	19	432	476
536	80	55	75	44	82	270	97
432	76	15	68	33	67	433	445
328	76	2	15	3	6	389	437
462	76	62	68	59	75	396	405
411	53	49	56	53	75	394	444
529	86	47	79	61	83	443	455
157	26	2	15	10	6	318	354
287	71	2	46	46	25	398	390
324	76	30	37	59	48	279	63
501	83	68	61	59	67	441	477
386	39	25	16	22	12	102	29
319	32	11	25	53	27	302	125
307	59	54	61	49	75	461	498
390	59	22	42	28	24	371	460
351	42	11	19	48	38	49	108
506	76	62	68	59	75	413	479
482	76	44	68	59	58	386	452
489	59	54	42	59	58	340	450
343	89	17	80	47	71	463	502
470	76	32	55	46	59	399	430
56	46	17	43	23	19	190	190
280	41	17	28	23	19	467	504
526	84	66	50	59	66	247	3
60	81	7	28	23	7	266	307
137	60	30	28	3	32	370	385
269	32	10	28	23	12	330	417
434	89	15	45	52	37	464	482
480	77	2	45	59	67	465	497
334	48	24	60	41	63	298	384
535	77	16	3	68	51	207	236
554	89	74	80	68	86	467	504
307	48	22	6	30	21	362	413
546	70	39	77	62	83	466	500
549	88	62	80	68	84	418	503
511	86	53	37	47	24	459	480
31	26	2	15	10	6	36	327
391	76	62	68	59	75	436	486
361	66	30	61	47	35	429	456
76	63	24	34	21	12	78	91
37	53	2	53	31	3	385	454
531	83	38	79	54	75	452	493
523	76	39	60	53	67	271	414
500	76	68	68	59	67	344	374
476	76	25	13	53	56	70	16
455	6	10	20	15	32	435	432
340	85	12	57	18	61	467	473
81	36	16	28	21	19	62	85
94	17	17	15	31	12	420	470
430	76	45	37	37	6	48	93
431	13	1	61	46	10	395	434
508	74	40	52	44	44	172	152
130	43	2	53	20	36	35	1
67	17	17	28	22	16	235	176
515	85	17	10	62	19	467	467
502	66	6	62	5	34	170	77
542	74	37	53	62	62	446	488
317	53	33	15	1	54	255	57
11	25	17	26	23	19	241	279
509	66	22	60	59	42	250	42
532	70	17	80	60	72	96	119
71	9	7	44	23	19	241	245
398	88	17	77	7	35	203	140
283	20	30	15	11	5	146	276
38	8	16	15	22	16	121	209
139	6	17	51	10	6	311	21
306	10	17	28	10	3	347	363
549	79	11	73	59	59	230	107
178	36	17	20	23	17	173	220
144	41	17	28	18	19	116	219
2	59	2	15	47	6	165	73
111	26	17	25	21	14	278	70
62	53	13	21	10	9	39	178
54	66	2	43	4	52	290	7
96	12	17	28	10	19	162	271
44	45	16	20	4	17	261	6
33	37	2	28	13	19	91	132
209	36	17	27	23	12	220	201
34	26	22	42	10	41	226	289
86	8	13	33	10	12	282	341
87	66	12	42	10	12	104	224
450	53	17	62	39	12	219	184
406	53	25	3	4	35	260	361
426	59	58	60	59	67	381	412
452	20	16	55	1	1	72	299
303	53	36	66	10	36	265	337
325	63	42	55	15	17	81	246
61	33	17	28	23	19	240	233
233	40	17	28	23	19	240	285
46	79	26	15	36	5	258	309
388	66	2	16	59	40	92	103
315	50	17	6	33	53	437	451
442	65	28	39	39	46	357	442
247	40	16	25	20	19	133	131
103	17	15	19	16	19	277	46
83	5	2	31	20	19	240	289
66	59	12	28	11	16	235	228
148	71	12	58	23	16	240	276
48	17	5	25	20	16	167	150
331	89	17	51	50	80	391	423
446	66	62	68	52	30	48	31
229	40	17	17	22	19	235	247
14	53	16	35	16	7	177	345
213	25	17	26	23	19	241	289
496	21	17	21	10	17	95	151
182	61	13	25	3	12	43	34
72	40	17	25	20	19	220	225
208	31	17	28	23	19	98	162
280	41	17	28	23	16	77	52
280	41	17	28	23	19	235	289
58	8	22	28	21	15	128	141
143	44	17	15	23	16	283	314
277	40	16	28	23	19	240	289
134	12	16	20	23	16	217	237
121	39	13	24	23	19	214	240
402	66	8	37	27	7	68	8
505	55	22	72	62	5	20	318
265	41	17	28	23	19	228	289
49	31	16	28	23	24	206	94
214	32	17	15	23	19	121	133
179	43	17	25	23	19	222	286
537	76	15	51	39	59	3	72
316	49	30	33	44	56	322	438
308	53	2	31	3	6	139	93
225	32	17	28	23	19	214	173
397	48	33	53	44	30	254	312
259	36	17	28	23	19	228	155
483	72	37	50	48	56	238	22
364	70	73	62	10	42	109	96
238	38	16	26	20	16	27	335
453	35	17	28	21	7	74	214
314	25	17	28	23	19	226	289
88	33	17	28	23	19	226	197
95	14	17	11	19	16	175	196
141	15	31	28	23	18	241	269
99	60	17	36	52	42	355	410
504	66	17	62	36	7	75	122
384	83	17	63	28	66	190	229
349	53	22	7	39	8	179	270
270	40	17	28	23	19	84	153
438	68	2	15	58	59	456	491
275	41	17	28	23	19	210	288
165	53	29	68	59	36	183	235
149	19	17	26	23	19	210	192
47	81	15	6	21	12	13	139
469	21	19	25	15	12	144	237
428	3	68	3	47	58	341	380
92	60	10	34	15	11	289	347
467	51	12	72	40	37	457	484
191	41	17	28	23	19	241	281
204	39	17	28	23	19	130	232
216	17	16	15	11	12	221	158
177	34	2	26	21	17	137	402
458	74	17	68	53	58	195	266
527	89	73	79	59	71	451	465
7	8	16	21	15	12	115	110
551	53	2	62	66	27	209	13
359	66	47	44	49	41	417	433
128	11	17	28	15	16	319	342
261	41	17	28	23	17	91	265
297	21	27	47	6	19	246	371
110	20	17	28	23	16	89	28
55	23	6	27	15	16	110	264
217	36	17	23	10	16	241	279
91	44	16	32	22	14	121	56
202	39	16	28	23	16	276	311
27	5	2	41	1	17	308	306
4	16	17	25	13	18	325	294
211	29	12	28	23	16	263	115
173	20	16	28	23	19	100	84
451	76	38	53	39	42	135	111
293	5	17	15	43	12	257	191
70	53	2	14	40	12	8	317
52	53	17	15	10	12	403	398
310	7	17	4	59	19	240	286
6	37	17	15	21	19	240	289
366	57	16	55	10	36	41	78
327	76	7	20	15	8	342	352
159	26	17	28	23	17	249	18
236	3	17	28	23	12	123	118
203	31	17	27	23	19	240	242
63	20	17	19	16	10	304	82
337	66	2	68	1	22	34	106
40	48	16	26	20	16	336	326
243	37	16	28	23	19	240	289
264	41	17	28	23	19	241	289
456	65	28	48	59	22	303	54
90	26	6	15	10	16	9	298
300	5	12	48	23	19	99	124
206	22	38	6	18	16	171	188
503	67	74	65	58	73	199	249
172	32	16	20	1	19	120	289
543	76	62	54	37	52	242	346
353	69	13	62	10	35	92	89
329	65	44	53	59	55	314	339
544	83	62	42	67	70	5	368
520	12	52	69	41	39	209	261
461	66	41	61	49	75	31	24
123	26	22	15	10	6	4	26
474	66	54	45	34	55	85	262
241	40	17	27	23	19	133	212
472	66	39	42	49	56	118	114
183	8	2	15	15	16	54	71
119	55	17	15	10	22	264	99
150	52	17	21	16	16	152	127
551	74	71	46	61	6	267	145
126	31	2	12	21	17	164	243
376	76	7	15	23	7	275	101
32	48	6	34	37	6	218	206
484	65	62	20	53	67	42	81
273	34	17	28	23	16	361	408
219	40	13	25	22	16	187	239
307	48	39	42	39	44	337	353
131	1	2	37	18	19	125	61
554	69	39	72	62	26	211	169
78	23	17	28	23	19	235	200
466	66	44	42	39	55	352	313
346	5	17	32	9	18	236	289
24	8	17	21	13	16	444	458
468	66	17	73	49	48	143	170
84	36	16	25	10	11	351	386
89	66	17	18	10	19	124	10
98	1	5	15	4	3	280	330
163	40	17	23	23	19	29	68
437	11	17	7	30	52	295	340
311	20	24	12	16	19	189	172
118	36	16	28	20	19	309	45
387	4	10	55	45	32	67	65
80	21	13	28	25	6	191	19
41	5	16	26	10	15	241	187
401	76	37	53	59	63	339	377
444	78	74	52	50	26	427	472
235	36	17	28	23	19	184	208
51	17	16	26	9	19	221	231
113	11	17	14	20	19	241	205
239	40	17	28	23	19	213	286
74	26	17	28	23	16	147	117
490	38	13	28	23	19	424	489
220	41	17	28	23	19	148	289
358	12	2	62	44	21	294	319
175	39	16	20	23	19	243	304
521	76	44	62	59	59	273	338
205	32	17	42	21	16	198	194
284	66	2	6	10	30	149	49
369	66	22	31	30	56	333	387
457	66	45	60	39	58	402	428
250	11	16	15	23	17	305	315
77	7	17	23	45	5	287	30
262	38	17	28	23	19	212	275
254	17	17	23	18	19	292	35
154	41	16	28	23	19	241	288
45	63	33	59	49	21	94	263
494	70	62	53	52	75	274	329
212	32	17	25	23	19	166	144
441	70	3	71	39	50	23	5
407	29	17	25	11	10	241	286
226	40	17	28	23	19	240	289
115	15	17	25	23	6	240	286
153	41	17	28	23	19	79	60
224	29	17	19	23	19	240	269
341	17	22	77	52	41	285	301
396	59	2	68	4	22	161	286
35	23	17	20	16	16	237	167
423	51	17	68	53	48	380	407
39	17	2	60	37	22	45	332
125	11	17	28	23	15	218	267
155	26	17	28	21	3	87	88
200	37	16	28	23	16	154	257
36	8	17	37	21	11	117	182
335	76	12	69	39	48	387	396
541	86	11	71	68	64	422	483
459	70	2	50	59	44	281	291
454	79	24	71	33	16	239	279
418	6	54	61	42	37	297	403
101	32	16	16	21	1	159	218
1	56	2	15	39	6	316	331
267	37	16	28	23	16	240	289
132	26	16	15	4	12	141	202
114	25	17	2	22	19	238	258
223	26	17	28	23	17	248	146
333	60	30	43	59	33	376	401
246	26	17	27	23	19	227	160
289	24	17	20	21	19	383	376
85	32	17	28	23	16	131	277
3	59	12	44	18	3	284	33
210	34	17	28	23	19	236	289
5	59	17	22	23	19	241	256
189	23	17	18	23	16	231	258
158	36	17	28	23	19	111	211
184	5	17	19	23	19	236	289
404	81	50	72	65	70	213	121
232	32	17	25	23	19	105	90
240	39	17	28	22	17	312	308
255	12	17	22	13	19	173	138
553	89	22	77	65	80	401	463
26	60	63	28	4	22	232	269
356	41	17	14	14	19	288	12
228	36	17	21	23	19	241	269
197	41	17	28	23	19	173	287
429	66	17	61	1	5	238	286
410	76	2	68	52	59	18	365
20	3	17	31	16	16	25	4
435	1	16	19	10	15	82	58
274	41	17	28	23	19	71	123
221	20	12	6	18	12	142	98
309	55	17	39	29	4	328	379
375	67	39	80	61	58	240	281
395	62	14	21	12	14	88	142
312	86	44	61	10	9	346	381
512	51	28	68	45	67	37	55
25	63	43	45	3	55	356	382
64	53	22	50	44	6	291	15
138	56	17	28	19	19	235	38
440	51	9	68	10	75	134	272
124	7	6	39	39	6	400	393
59	25	6	15	15	19	97	120
170	26	28	19	59	6	155	260
439	53	24	44	1	7	188	41
449	86	49	53	61	78	313	356
65	17	17	12	23	17	224	143
400	83	69	13	28	28	53	290
281	26	2	15	10	12	171	221
171	41	17	28	23	19	60	223
445	81	27	60	39	59	103	48
280	29	17	28	23	19	182	288
107	5	14	50	4	24	101	53
344	76	2	53	59	49	449	494
465	52	64	42	59	32	367	389
112	3	33	39	44	32	244	391
294	17	17	7	45	3	374	395
362	7	2	44	10	22	415	399
161	25	12	28	21	19	46	310
194	20	17	27	23	19	240	269
162	53	2	52	10	12	234	289
23	76	13	6	38	5	51	27
196	36	22	15	16	16	121	109
106	7	16	21	23	67	47	180
28	17	22	40	35	19	145	137
491	76	46	59	45	6	358	367
409	3	17	15	10	10	186	79
160	40	11	28	23	19	241	279
43	53	4	15	16	19	228	289
122	1	17	25	16	17	127	259
146	36	17	28	23	19	169	253
227	41	17	28	23	19	98	43
218	39	12	14	23	19	241	272
539	68	62	49	52	67	150	116
321	8	17	15	1	18	349	357
190	32	17	28	23	19	208	265
