Submission id,Participant id,Status,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Fluent languages,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
65646aeb5795cf94f3d4d267,642b49113eed840aadcde385,APPROVED,2023-11-27T10:09:47.143000Z,2023-11-27T10:17:09.498000Z,2023-11-27T10:17:10.090000Z,2023-11-27T10:17:10.010617Z,443.0,C871QPIG,402,"German, English",24,Male,White,Germany,Germany,Germany,German,No,Full-Time
65646aec7692418b54d95366,5dea808cce8d8d19f5424b21,APPROVED,2023-11-27T10:09:48.786000Z,2023-11-27T10:17:16.240000Z,2023-11-27T10:17:16.792000Z,2023-11-27T10:17:16.739822Z,448.0,C871QPIG,1519,"French, English, German",35,Male,White,Germany,Germany,Germany,German,DATA_EXPIRED,DATA_EXPIRED
65646aee3a2ef3521cdfee09,655f017761462616d393ed61,APPROVED,2023-11-27T10:09:55.125000Z,2023-11-27T10:14:06.602000Z,2023-11-27T10:14:07.177000Z,2023-11-27T10:14:07.116525Z,252.0,C871QPIG,8,"English, German, Spanish",26,Female,White,Germany,Germany,Germany,German,Yes,Full-Time
65646af677fc9ed75d804167,652949be2a743fbdced5ca8c,APPROVED,2023-11-27T10:09:58.542000Z,2023-11-27T10:18:12.580000Z,2023-11-27T10:18:13.250000Z,2023-11-27T10:18:13.190565Z,495.0,C871QPIG,89,"English, German",22,Female,Asian,Germany,Germany,Germany,German,Yes,Part-Time
65646af745c5dc6c8f218b30,65034478b7a228b2bdfdca5c,APPROVED,2023-11-27T10:10:30.006000Z,2023-11-27T10:18:57.211000Z,2023-11-27T10:18:57.816000Z,2023-11-27T10:18:57.730252Z,508.0,C871QPIG,113,"Greek, German, English",28,Female,White,Greece,Germany,Greece,Greek,No,Full-Time
65646af761ff1033c84ba602,6458f51ce9dfaceaf66923b7,APPROVED,2023-11-27T10:09:59.649000Z,2023-11-27T10:15:58.668000Z,2023-11-27T10:15:59.204000Z,2023-11-27T10:15:59.126433Z,360.0,C871QPIG,336,"German, English",30,Male,White,Germany,Germany,Germany,German,No,Full-Time
65646afd3a2ef3521cdfee0e,59a426b35fd74b0001abfa4f,APPROVED,2023-11-27T10:10:11.097000Z,2023-11-27T10:14:50.721000Z,2023-11-27T10:14:51.384000Z,2023-11-27T10:14:51.319873Z,280.0,C871QPIG,1652,"English, German",41,Female,White,Germany,Germany,Germany,German,No,Full-Time
65646b057d75c406f3cabfa2,6516d540a78298897619e273,APPROVED,2023-11-27T10:10:39.970000Z,2023-11-27T10:17:40.444000Z,2023-11-27T10:17:40.986000Z,2023-11-27T10:17:40.886048Z,421.0,C871QPIG,88,"English, German",26,Female,White,Germany,Germany,Germany,German,No,Full-Time
65646b083c69dad4094ba419,6516ee5ec5311220325ff79b,APPROVED,2023-11-27T10:11:19.422000Z,2023-11-27T10:16:47.581000Z,2023-11-27T10:16:48.378000Z,2023-11-27T10:16:48.294573Z,329.0,C871QPIG,78,"English, German",33,Female,White,Germany,Germany,Germany,German,Yes,Part-Time
65646b11388724822ff0af96,5c851854f9d18a00165561b6,APPROVED,2023-11-27T10:10:29.082000Z,2023-11-27T10:16:50.382000Z,2023-11-27T10:16:50.983000Z,2023-11-27T10:16:50.850426Z,382.0,C871QPIG,1376,German,35,Male,White,Germany,Germany,Germany,German,No,Full-Time
65646b1a0c2ef6d8a95d9d06,5d0f89123382180001624f48,APPROVED,2023-11-27T10:10:40.774000Z,2023-11-27T10:21:25.349000Z,2023-11-27T10:21:26.099000Z,2023-11-27T10:21:26.033423Z,645.0,C871QPIG,2059,"German, English, Spanish",31,Female,White,Germany,Germany,Germany,German,No,Full-Time
65646b24cb76a98af87a3296,654a43549c84b61cf7eed109,APPROVED,2023-11-27T10:10:44.682000Z,2023-11-27T10:39:01.642000Z,2023-11-27T10:39:02.408000Z,2023-11-27T10:39:02.343552Z,1697.0,C871QPIG,26,"German, English",33,Male,White,Kyrgyzstan,Germany,Germany,German,No,Full-Time
65646b255f08520e9161a223,5e0108b7867681cf186893dc,APPROVED,2023-11-27T10:10:52.506000Z,2023-11-27T10:22:58.517000Z,2023-11-27T10:22:59.081000Z,2023-11-27T10:22:59.019523Z,727.0,C871QPIG,406,"German, French, English",33,Female,White,United Kingdom,Germany,United Kingdom,English,Yes,"Not in paid work (e.g. homemaker', 'retired or disabled)"
65646b296654e2eaf4755ff7,6554d26c5dae0f7aa6a24b19,APPROVED,2023-11-27T10:10:49.081000Z,2023-11-27T10:18:26.757000Z,2023-11-27T10:18:27.356000Z,2023-11-27T10:18:27.287399Z,458.0,C871QPIG,9,"English, German, Turkish",26,Male,Mixed,Afghanistan,Germany,Afghanistan,DATA_EXPIRED,No,DATA_EXPIRED
65646b2c22ab62b9b8793539,63e54d21880e35ad07f6d212,APPROVED,2023-11-27T10:10:52.121000Z,2023-11-27T10:16:24.631000Z,2023-11-27T10:16:25.308000Z,2023-11-27T10:16:25.182803Z,333.0,C871QPIG,247,"English, German",25,Female,White,Germany,Germany,Germany,German,Yes,Part-Time
65646b3017f4216047582149,653128a510c3e3686565e042,APPROVED,2023-11-27T10:11:08.886000Z,2023-11-27T10:26:15.045000Z,2023-11-27T10:26:15.611000Z,2023-11-27T10:26:15.548834Z,907.0,C871QPIG,40,"English, German, French",22,Female,White,Germany,Germany,Germany,German,No,Full-Time
65646b3332508d019d7cda9e,63b6bfc861dd62d55125a428,APPROVED,2023-11-27T10:11:06.767000Z,2023-11-27T10:15:58.721000Z,2023-11-27T10:16:04.282000Z,2023-11-27T10:15:59.188001Z,292.0,C871QPIG,524,"German, English",41,Male,White,Germany,Germany,Germany,German,No,DATA_EXPIRED
65646b347f9f126600cea117,591a1f4800a5650001276188,APPROVED,2023-11-27T10:11:00.700000Z,2023-11-27T10:19:21.924000Z,2023-11-27T10:19:22.667000Z,2023-11-27T10:19:22.606995Z,502.0,C871QPIG,2099,"English, German",39,Male,White,Germany,Germany,Germany,German,No,Full-Time
65646b3800f09f83ddc59017,6517283ed2294dbc8561979d,APPROVED,2023-11-27T10:11:06.397000Z,2023-11-27T10:20:55.317000Z,2023-11-27T10:20:55.968000Z,2023-11-27T10:20:55.880257Z,589.0,C871QPIG,45,"German, English",36,Male,White,Germany,Germany,Germany,German,No,Full-Time
65646b3ba8a7745653804162,60be1ebd38d04cdbd9f58121,APPROVED,2023-11-27T10:11:07.781000Z,2023-11-27T10:35:50.768000Z,2023-11-27T10:35:51.355000Z,2023-11-27T10:35:51.293092Z,1483.0,C871QPIG,1214,"English, German",31,Male,White,Germany,Germany,Germany,German,No,Full-Time
65646b3c0aa2c99032928809,6516d320f8bbd6e434d61178,APPROVED,2023-11-27T10:11:11.312000Z,2023-11-27T10:15:44.563000Z,2023-11-27T10:15:45.229000Z,2023-11-27T10:15:45.472987Z,274.0,C871QPIG,70,"German, English",23,Male,White,Germany,Germany,Germany,German,Yes,Part-Time
65646b458584d0ba752127c2,653671ae2ac8d502b52b1bb3,APPROVED,2023-11-27T10:11:31.105000Z,2023-11-27T10:17:23.135000Z,2023-11-27T10:17:23.751000Z,2023-11-27T10:17:23.672213Z,353.0,C871QPIG,45,"German, English",29,Male,White,Germany,Germany,Germany,German,No,Full-Time
65646b474ffa74f4a9bde2bb,6384d76e3da4c98dc29e390b,APPROVED,2023-11-27T10:12:52.068000Z,2023-11-27T10:29:52.375000Z,2023-11-27T10:29:52.926000Z,2023-11-27T10:29:52.829612Z,1021.0,C871QPIG,289,"English, German, Spanish",25,Female,Mixed,Ecuador,Germany,Germany,Spanish,Yes,DATA_EXPIRED
65646b4d43f2d20e273e96ba,651f003609736cc7a85d4328,APPROVED,2023-11-27T10:11:42.847000Z,2023-11-27T10:20:40.510000Z,2023-11-27T10:20:41.153000Z,2023-11-27T10:20:41.092934Z,538.0,C871QPIG,0,"German, English",19,Male,White,Germany,Germany,Germany,German,Yes,Other
65646b4d24fa8c0efed728f0,653bbdbd990bb0039d427925,APPROVED,2023-11-27T10:11:25.742000Z,2023-11-27T10:56:22.192000Z,2023-11-27T10:56:22.800000Z,2023-11-27T10:56:22.721260Z,2697.0,C871QPIG,30,"Croatian, English, German",28,Male,White,Bosnia and Herzegovina,Germany,Bosnia and Herzegovina,English,No,Full-Time
65646b515795cf94f3d4d278,65391a2dd3891218aa18979d,APPROVED,2023-11-27T10:11:32.549000Z,2023-11-27T10:19:56.556000Z,2023-11-27T10:19:58.814000Z,2023-11-27T10:19:57.064426Z,505.0,C871QPIG,19,"German, English",28,Male,White,Germany,Germany,Germany,German,No,DATA_EXPIRED
65646b59b5b7e95e37b7830b,653d475585154bd1870fc810,APPROVED,2023-11-27T10:11:43.083000Z,2023-11-27T10:16:03.754000Z,2023-11-27T10:16:09.353000Z,2023-11-27T10:16:04.267602Z,261.0,C871QPIG,44,"English, German",35,Male,White,United States,Germany,Germany,English,No,Part-Time
65646b730f53a45621c268c3,6516d321ac5a66a7aef87507,APPROVED,2023-11-27T10:12:05.891000Z,2023-11-27T10:19:08.847000Z,2023-11-27T10:19:09.465000Z,2023-11-27T10:19:09.396196Z,423.0,C871QPIG,70,"English, German",26,Male,Mixed,Hong Kong,Germany,Germany,English,Yes,Part-Time
65646b909f39817413391577,6039b30f86b21c537bfb9448,APPROVED,2023-11-27T10:12:37.250000Z,2023-11-27T10:44:05.007000Z,2023-11-27T10:44:05.572000Z,2023-11-27T10:44:05.499293Z,1888.0,C871QPIG,410,"English, German",29,Male,White,Germany,Germany,Switzerland,German,Yes,Full-Time
65646b943a3a4db25b61a235,63f6216fd56701af4b7188f4,APPROVED,2023-11-27T10:12:39.635000Z,2023-11-27T10:16:47.908000Z,2023-11-27T10:16:53.456000Z,2023-11-27T10:16:48.371297Z,249.0,C871QPIG,522,"English, German",30,Male,White,Germany,Germany,Germany,German,No,Full-Time
65646bbbb430876e8dae74e8,5f4cde1cbfcaa81fc4dbf57d,APPROVED,2023-11-27T10:13:15.766000Z,2023-11-27T10:21:43.518000Z,2023-11-27T10:21:44.211000Z,2023-11-27T10:21:44.147717Z,508.0,C871QPIG,1201,"English, German",33,Female,White,Germany,Germany,Germany,English,No,Full-Time
65646bbc17f4216047582161,63baad740ebc46434ebad8c5,AWAITING REVIEW,2023-11-27T10:13:19.401000Z,2023-11-27T10:16:48.999000Z,,2023-11-27T10:16:49.446823Z,210.0,NOCODE,290,"English, German, Croatian",33,Female,White,Bosnia and Herzegovina,Germany,Germany,German,No,Full-Time
65646bc8b7965133597d9d83,611599c2d68c11e25569d969,APPROVED,2023-11-27T10:13:31.029000Z,2023-11-27T10:18:18.257000Z,2023-11-27T10:18:18.815000Z,2023-11-27T10:18:18.742982Z,288.0,C871QPIG,226,"Czech, English, German",23,Female,White,Germany,Germany,Germany,German,Yes,Part-Time
65646be568ae0fb48a62f577,63e1187a668c92bfd9371d1e,APPROVED,2023-11-27T10:14:01.867000Z,2023-11-27T10:19:57.354000Z,2023-11-27T10:20:03.022000Z,2023-11-27T10:19:57.947138Z,356.0,C871QPIG,543,"English, German",25,Female,White,Germany,Germany,Germany,German,Yes,Part-Time
65646c039008bbee18879c88,616697584fc8aeeaedd56952,APPROVED,2023-11-27T10:14:31.841000Z,2023-11-27T10:21:44.903000Z,2023-11-27T10:21:45.450000Z,2023-11-27T10:21:45.391644Z,434.0,C871QPIG,241,"English, German",33,Male,White,Germany,Germany,Germany,German,No,Full-Time
65646c0943f2d20e273e96ca,6480b160d51d051b42f67b3d,APPROVED,2023-11-27T10:15:51.671000Z,2023-11-27T10:24:12.945000Z,2023-11-27T10:24:18.531000Z,2023-11-27T10:24:13.447912Z,502.0,C871QPIG,186,"English, German",22,Male,White,Germany,Germany,Germany,German,Yes,Other
65646c1c80bc5b24b45d9e32,65413d7a889c08941364abb6,APPROVED,2023-11-27T10:15:10.632000Z,2023-11-27T10:23:52.615000Z,2023-11-27T10:23:53.265000Z,2023-11-27T10:23:53.185109Z,522.0,C871QPIG,16,"English, German",33,Female,White,Germany,Germany,Germany,German,Yes,DATA_EXPIRED
65646c4878717afe1cf91890,631f3fde43831da4ae27754b,APPROVED,2023-11-27T10:15:39.710000Z,2023-11-27T10:23:30.491000Z,2023-11-27T10:23:31.071000Z,2023-11-27T10:23:30.981563Z,471.0,C871QPIG,330,"English, German",34,Female,White,Germany,Germany,Germany,German,No,Full-Time
65646c5dc22dd32884660ebe,5b0a869f1e55760001b93fa3,APPROVED,2023-11-27T10:15:59.720000Z,2023-11-27T10:19:42.621000Z,2023-11-27T10:19:43.108000Z,2023-11-27T10:19:43.046729Z,223.0,C871QPIG,1348,"French, German, English",40,Male,White,Germany,Germany,Germany,German,No,Full-Time
65646c7627e95803de110764,6082e666f316e1cd71c0bd95,APPROVED,2023-11-27T10:16:22.966000Z,2023-11-27T10:22:18.369000Z,2023-11-27T10:22:18.956000Z,2023-11-27T10:22:18.883989Z,356.0,C871QPIG,1242,"English, German",23,Male,White,Germany,Germany,Germany,German,No,Full-Time
65646c92859288d48998a3ad,642bdf7d98755ff534344cfe,APPROVED,2023-11-27T10:16:58.673000Z,2023-11-27T10:22:37.403000Z,2023-11-27T10:22:38.214000Z,2023-11-27T10:22:38.155226Z,339.0,C871QPIG,365,"English, German",33,Female,White,Germany,Germany,Germany,German,DATA_EXPIRED,DATA_EXPIRED
65646caa9797c8756b3dfd71,63d381b5cd3af4cf6e5f2435,APPROVED,2023-11-27T10:17:23.753000Z,2023-11-27T10:27:22.578000Z,2023-11-27T10:27:23.128000Z,2023-11-27T10:27:23.054381Z,599.0,C871QPIG,30,"English, German",19,Male,White,Germany,Germany,Germany,German,No,Full-Time
65646cab68ae0fb48a62f5a4,6547a2a06bbcf630953389db,APPROVED,2023-11-27T10:17:20.076000Z,2023-11-27T10:24:43.507000Z,2023-11-27T10:24:44.074000Z,2023-11-27T10:24:44.006855Z,444.0,C871QPIG,22,German,20,Male,White,Greece,Germany,Greece,Turkish,Yes,Part-Time
65646cb12d10cbe7504ba48e,5ff5922c4721d5000981fcde,APPROVED,2023-11-27T10:17:23.920000Z,2023-11-27T10:19:15.789000Z,2023-11-27T10:19:16.402000Z,2023-11-27T10:19:16.355221Z,112.0,C871QPIG,95,"German, Polish",21,Male,White,Poland,Germany,Poland,Polish,No,Full-Time
65646cc58584d0ba752127ea,613b5e02f007dc6d30164fb3,APPROVED,2023-11-27T10:17:44.266000Z,2023-11-27T10:26:00.383000Z,2023-11-27T10:26:00.968000Z,2023-11-27T10:26:00.890975Z,497.0,C871QPIG,199,"English, French, German",26,Male,White,Germany,Germany,Germany,German,No,Full-Time
65646d1dafacdb598598a40a,60fdd779a2a8a9f245363ea7,APPROVED,2023-11-27T10:19:11.471000Z,2023-11-27T10:24:12.387000Z,2023-11-27T10:24:16.085000Z,2023-11-27T10:24:12.883222Z,301.0,C871QPIG,105,"German, English, French, Italian, Spanish",38,Male,White,Germany,Germany,Germany,German,No,Full-Time
65646d2af269e31d57e75882,6536973604f263f3c70495bf,APPROVED,2023-11-27T10:19:25.872000Z,2023-11-27T10:30:00.338000Z,2023-11-27T10:30:01.017000Z,2023-11-27T10:30:00.948193Z,635.0,C871QPIG,65,"English, German",30,Male,White,Germany,Germany,Germany,German,Yes,Full-Time
65646d479bc8db7d51fd3712,614e3c3154ce3c5d13251576,APPROVED,2023-11-27T10:19:54.628000Z,2023-11-27T10:24:03.409000Z,2023-11-27T10:24:03.964000Z,2023-11-27T10:24:03.907065Z,249.0,C871QPIG,502,"English, German",40,Male,White,Germany,Germany,Germany,German,No,Part-Time
65646d4b6efb7d5de95cf5e2,65503a190295466f116b6f92,APPROVED,2023-11-27T10:20:04.871000Z,2023-11-27T10:32:15.222000Z,2023-11-27T10:32:15.813000Z,2023-11-27T10:32:15.747613Z,731.0,C871QPIG,10,"German, Turkish, English",19,Male,White,Germany,Germany,Germany,German,No,Other
65646da117f3d809602ecec5,6516d4559fa6dba6b35395ac,APPROVED,2023-11-27T10:21:21.439000Z,2023-11-27T10:29:12.971000Z,2023-11-27T10:29:13.512000Z,2023-11-27T10:29:13.452148Z,472.0,C871QPIG,42,"French, German, Italian, English, Korean",22,Female,Mixed,Turkey,Germany,Germany,German,Yes,DATA_EXPIRED
65646da9c0ebe55ebf212849,5d6fda2bde432b0019b19ba7,APPROVED,2023-11-27T10:21:34.872000Z,2023-11-27T10:31:31.669000Z,2023-11-27T10:31:37.295000Z,2023-11-27T10:31:32.211302Z,597.0,C871QPIG,1286,"English, German",56,Male,White,Germany,Germany,Germany,German,No,Full-Time
65646dd33a2ef3521cdfee6b,6522b07cf3d1949895af05f3,APPROVED,2023-11-27T10:22:11.857000Z,2023-11-27T10:29:26.942000Z,2023-11-27T10:29:27.443000Z,2023-11-27T10:29:27.375297Z,436.0,C871QPIG,44,"English, German, Kurdish, Turkish, Spanish",23,Male,Other,Germany,Germany,Germany,German,Yes,Other
65646dfdce36a230e7c29ab0,6550db0e7fede9c068b3a022,APPROVED,2023-11-27T10:22:59Z,2023-11-27T10:30:17.654000Z,2023-11-27T10:30:18.206000Z,2023-11-27T10:30:18.133443Z,439.0,C871QPIG,14,"English, German, French, Spanish",18,Female,White,United Kingdom,Germany,United Kingdom,English,Yes,Full-Time
65646e05d125a218fdf89ab0,646219bb0b91a6f3327e39fb,APPROVED,2023-11-27T10:23:03.388000Z,2023-11-27T11:01:32.483000Z,2023-11-27T11:01:33.066000Z,2023-11-27T11:01:32.990482Z,2310.0,C871QPIG,242,"German, English",32,Female,Mixed,Germany,Germany,Germany,German,No,Full-Time
65646e19f09342e4f1110815,6467da9866656b457f1f35ae,APPROVED,2023-11-27T10:23:25.696000Z,2023-11-27T10:29:05.742000Z,2023-11-27T10:29:06.403000Z,2023-11-27T10:29:06.321861Z,341.0,C871QPIG,336,"English, German",33,Male,White,Germany,Germany,Germany,German,No,Full-Time
65646e2581bace92077d9e64,63c011a88d2fc0b0b50b51fb,APPROVED,2023-11-27T10:23:38.231000Z,2023-11-27T10:29:19.702000Z,2023-11-27T10:29:20.247000Z,2023-11-27T10:29:20.181865Z,342.0,C871QPIG,78,"German, English",23,Female,White,Germany,Germany,Germany,German,DATA_EXPIRED,Part-Time
65646e3043dbd5ac3a0f0493,63b6c7ef20c45fd1cff1ddca,APPROVED,2023-11-27T10:23:48.318000Z,2023-11-27T10:34:55.107000Z,2023-11-27T10:34:55.690000Z,2023-11-27T10:34:55.628138Z,667.0,C871QPIG,577,"German, English",46,Male,White,Germany,Germany,Germany,German,No,DATA_EXPIRED
65646e5276fdad58ad0b7445,5b21646bdf28a7000166f4dc,APPROVED,2023-11-27T10:24:24.628000Z,2023-11-27T10:32:40.668000Z,2023-11-27T10:32:41.309000Z,2023-11-27T10:32:41.249696Z,497.0,C871QPIG,1452,"English, German",32,Male,White,Germany,Germany,Germany,German,No,Part-Time
65646e5818da7f81f8c59029,6558c850ec1a05d63f1d04c6,APPROVED,2023-11-27T10:24:38.126000Z,2023-11-27T10:35:25.416000Z,2023-11-27T10:35:25.936000Z,2023-11-27T10:35:25.874607Z,648.0,C871QPIG,8,"English, German",30,Male,White,Germany,Germany,Germany,German,Yes,Part-Time
65646e61d2625686197a331c,654016c03b0bacfba3451f95,APPROVED,2023-11-27T10:24:54.912000Z,2023-11-27T10:31:30.943000Z,2023-11-27T10:31:32.577000Z,2023-11-27T10:31:31.463292Z,397.0,C871QPIG,22,"German, English",23,Male,White,Germany,Germany,Germany,German,Yes,Part-Time
65646e749f398174133915fb,652fd7a6033e9f0fa4a1cf79,APPROVED,2023-11-27T10:24:56.392000Z,2023-11-27T10:37:12.462000Z,2023-11-27T10:37:13.025000Z,2023-11-27T10:37:12.953606Z,737.0,C871QPIG,33,"English, German, Russian, Turkish",26,Female,White,Turkey,Germany,Turkey,Turkish,Yes,Part-Time
65646e751e1c964ca2c07cf6,6463402e2e37bb8a9b62e55a,APPROVED,2023-11-27T10:25:03.312000Z,2023-11-27T10:34:37.453000Z,2023-11-27T10:34:38.120000Z,2023-11-27T10:34:38.060922Z,575.0,C871QPIG,331,"Arabic, English, German",38,Male,White,Syrian Arab Republic,Germany,Germany,Arabic,DATA_EXPIRED,DATA_EXPIRED
65646ef90c2ef6d8a95d9daf,604e43ea58d1b8206e9d85ba,APPROVED,2023-11-27T10:27:09.261000Z,2023-11-27T10:33:21.204000Z,2023-11-27T10:33:21.865000Z,2023-11-27T10:33:21.800571Z,372.0,C871QPIG,271,"English, German",32,Female,White,Germany,Germany,Germany,German,No,DATA_EXPIRED
65646efed320c7d56995ae9c,6516d74904d46519d544f671,APPROVED,2023-11-27T10:27:14.154000Z,2023-11-27T10:36:08.858000Z,2023-11-27T10:36:09.421000Z,2023-11-27T10:36:09.327495Z,535.0,C871QPIG,53,"German, English",34,Female,White,Germany,Germany,Germany,German,No,Full-Time
65646f431ece21efbac911c3,5ff5b79027696804bc79d938,APPROVED,2023-11-27T10:28:22.848000Z,2023-11-27T10:37:20.842000Z,2023-11-27T10:37:21.401000Z,2023-11-27T10:37:21.339883Z,538.0,C871QPIG,472,"German, English",31,Female,White,Germany,Germany,Germany,German,DATA_EXPIRED,DATA_EXPIRED
65646f69b42b246b262a7b7f,652d1a0830b934d1643b80c5,APPROVED,2023-11-27T10:29:08.544000Z,2023-11-27T10:40:57.405000Z,2023-11-27T10:40:57.923000Z,2023-11-27T10:40:57.836745Z,709.0,C871QPIG,41,"German, English",32,Male,White,Germany,Germany,Germany,German,Yes,"Not in paid work (e.g. homemaker', 'retired or disabled)"
65646f9a4a0842d14062f719,615416df060f5730a1d4e113,APPROVED,2023-11-27T10:29:56.255000Z,2023-11-27T10:44:16.720000Z,2023-11-27T10:44:17.231000Z,2023-11-27T10:44:17.169921Z,861.0,C871QPIG,781,"English, German",46,Male,White,Germany,Germany,Germany,German,No,Part-Time
65646f9e9c88223951cab844,64f0a98fff4e93930844b9bc,APPROVED,2023-11-27T10:29:53.764000Z,2023-11-27T10:36:04.759000Z,2023-11-27T10:36:05.326000Z,2023-11-27T10:36:05.258414Z,371.0,C871QPIG,45,"English, German",25,Female,White,Germany,Germany,Germany,German,Yes,Part-Time
65646faa57e52601ae58228f,650c4122f0653d12233a18d9,APPROVED,2023-11-27T10:30:05.715000Z,2023-11-27T10:39:07.841000Z,2023-11-27T10:39:08.469000Z,2023-11-27T10:39:08.403009Z,543.0,C871QPIG,46,"English, German, Turkish",27,Male,White,Germany,Germany,Germany,German,No,Full-Time
6564702043f2d20e273e9774,62837113d02e5a491c699e3e,APPROVED,2023-11-27T10:32:07.217000Z,2023-11-27T10:38:43.244000Z,2023-11-27T10:38:43.964000Z,2023-11-27T10:38:43.895835Z,397.0,C871QPIG,257,"English, German",33,Female,White,Germany,Germany,Germany,German,DATA_EXPIRED,DATA_EXPIRED
65647058a8d19b373856ac9c,601c5471aaa42f75036d5a62,APPROVED,2023-11-27T10:33:01.327000Z,2023-11-27T10:40:35.390000Z,2023-11-27T10:40:35.873000Z,2023-11-27T10:40:35.808732Z,455.0,C871QPIG,692,"German, English",21,Male,White,Germany,Germany,Germany,German,No,Part-Time
656470785f08520e9161a302,627bfb2f36ebfee5acc5a8d5,APPROVED,2023-11-27T10:33:47.485000Z,2023-11-27T10:38:24.938000Z,2023-11-27T10:38:25.502000Z,2023-11-27T10:38:25.430410Z,278.0,C871QPIG,301,"English, German, Turkish",23,Female,White,Germany,Germany,Germany,German,No,Full-Time
656470b90aa2c990329288ae,6322daf7527d926f7a35e888,APPROVED,2023-11-27T10:34:40.889000Z,2023-11-27T10:44:51.940000Z,2023-11-27T10:44:52.431000Z,2023-11-27T10:44:52.365554Z,612.0,C871QPIG,130,"English, German",19,Male,White,Germany,Germany,Germany,German,Yes,Full-Time
656470ca81bace92077d9eca,5d0a33b56dd417001ae19535,APPROVED,2023-11-27T10:35:32.896000Z,2023-11-27T10:43:31.763000Z,2023-11-27T10:43:32.286000Z,2023-11-27T10:43:32.220637Z,479.0,C871QPIG,1166,"German, English",26,Male,White,Germany,Germany,Germany,German,DATA_EXPIRED,DATA_EXPIRED
656470d77dd436a88f3dfe0a,5bf4033ff719c9000153d38e,APPROVED,2023-11-27T10:35:17.189000Z,2023-11-27T10:42:33.453000Z,2023-11-27T10:42:33.975000Z,2023-11-27T10:42:33.930055Z,437.0,C871QPIG,659,German,58,Male,White,Germany,Germany,Germany,German,No,Other
656470ec2cdf1e3b29e5b123,6156c03beb47b00976ab809f,APPROVED,2023-11-27T10:35:28.460000Z,2023-11-27T10:43:08.517000Z,2023-11-27T10:43:09.081000Z,2023-11-27T10:43:09.021182Z,461.0,C871QPIG,1032,"English, German",42,Female,White,Germany,Germany,Germany,German,DATA_EXPIRED,DATA_EXPIRED
656471204a0842d14062f74d,650aee2bd662699c3bcdf96e,APPROVED,2023-11-27T10:36:25.281000Z,2023-11-27T10:42:01.018000Z,2023-11-27T10:42:01.576000Z,2023-11-27T10:42:01.510777Z,336.0,C871QPIG,75,"English, German, Spanish",26,Male,White,Germany,Germany,Germany,German,No,Full-Time
656471b7388724822ff0b0b5,5b2285b50fbb830001080525,APPROVED,2023-11-27T10:38:51.997000Z,2023-11-27T10:44:46.142000Z,2023-11-27T10:44:46.666000Z,2023-11-27T10:44:46.599677Z,355.0,C871QPIG,869,"German, English",31,Male,White,Germany,Germany,Germany,German,No,Full-Time
656471c445046d7aa2e06c37,6426d2cb1864af2378f00982,APPROVED,2023-11-27T10:39:06.478000Z,2023-11-27T10:46:29.864000Z,2023-11-27T10:46:30.324000Z,2023-11-27T10:46:30.263894Z,444.0,C871QPIG,16,"English, French, German",29,Female,White,Germany,Germany,Germany,German,DATA_EXPIRED,DATA_EXPIRED
656471dfe64bc98ece1ba545,60fe82026da4a38259a8783c,APPROVED,2023-11-27T10:39:27.531000Z,2023-11-27T10:44:12.432000Z,2023-11-27T10:44:12.972000Z,2023-11-27T10:44:12.930998Z,285.0,C871QPIG,591,"English, German",34,Male,White,Germany,Germany,Germany,German,DATA_EXPIRED,DATA_EXPIRED
65647211b143811a42503167,6400c3c608426d94d719eb5f,APPROVED,2023-11-27T10:40:24.030000Z,2023-11-27T10:50:01.975000Z,2023-11-27T10:50:02.673000Z,2023-11-27T10:50:02.598762Z,578.0,C871QPIG,160,"English, French, German",21,Male,White,Germany,Germany,Germany,German,Yes,Other
6564724436158522a4853db4,654e379c8578beb912aee2ff,APPROVED,2023-11-27T10:41:39.605000Z,2023-11-27T10:52:53.271000Z,2023-11-27T10:52:53.775000Z,2023-11-27T10:52:53.727649Z,674.0,C871QPIG,19,"English, German",25,Male,White,Germany,Germany,Germany,German,Yes,Part-Time
6564727dc1544ad422ba08f8,5df66f84b199e44695a26103,APPROVED,2023-11-27T10:42:08.802000Z,2023-11-27T10:48:22.087000Z,2023-11-27T10:48:22.657000Z,2023-11-27T10:48:22.584600Z,374.0,C871QPIG,144,"German, English",23,Male,White,Germany,Germany,Germany,German,Yes,Unemployed (and job seeking)
65647292c1544ad422ba08f9,610700f4f9547087ee11e1ca,APPROVED,2023-11-27T10:42:31.374000Z,2023-11-27T10:47:31.776000Z,2023-11-27T10:47:32.318000Z,2023-11-27T10:47:32.237624Z,301.0,C871QPIG,859,"German, English",27,Female,White,Germany,Germany,Germany,German,Yes,Part-Time
656472d157f4dd349129be9d,611ac84ec3f047ebad425aba,APPROVED,2023-11-27T10:43:33.572000Z,2023-11-27T10:50:28.810000Z,2023-11-27T10:50:29.416000Z,2023-11-27T10:50:29.345842Z,416.0,C871QPIG,607,"English, German",28,Female,White,Germany,Germany,Germany,German,Yes,Part-Time
