Submission id,Participant id,Status,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,U.s. political affiliation,Fluent languages,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
656232f833f9766de19ad2ff,5d094021c79e5a001a796b43,APPROVED,2023-11-25T17:46:36.064000Z,2023-11-25T17:54:18.939000Z,2023-11-25T17:54:19.502000Z,2023-11-25T17:54:19.434218Z,463.0,C871QPIG,7627,Republican,English,38,Male,Mixed,United States,United States,United States,English,No,Full-Time
6562332505f88f4274f4609a,63cac85f8519383ef0422593,APPROVED,2023-11-25T17:47:30.848000Z,2023-11-25T17:56:06.891000Z,2023-11-25T17:56:07.398000Z,2023-11-25T17:56:07.325290Z,517.0,C871QPIG,2593,Republican,English,58,Male,White,United States,United States,United States,English,No,Full-Time
65623334856d40cf2416fcdf,60859f820e5009a67adb3921,APPROVED,2023-11-25T17:47:35.288000Z,2023-11-25T17:54:42.274000Z,2023-11-25T17:54:42.864000Z,2023-11-25T17:54:42.801258Z,427.0,C871QPIG,2894,Republican,English,55,Female,White,United States,United States,United States,English,No,Full-Time
656233480a5feb37d7a5e0b2,5d8a1d20d1afcb0019d7390b,APPROVED,2023-11-25T17:47:55.767000Z,2023-11-25T17:59:45.736000Z,2023-11-25T17:59:46.249000Z,2023-11-25T17:59:46.190625Z,710.0,C871QPIG,6986,Republican,English,72,Male,White,United States,United States,United States,English,No,Part-Time
6562334ee4e979a116eed530,644f162cac2c2b8aa0583b89,APPROVED,2023-11-25T17:48:03.534000Z,2023-11-25T18:00:54.440000Z,2023-11-25T18:00:55.013000Z,2023-11-25T18:00:54.943792Z,771.0,C871QPIG,1522,Republican,English,54,Female,White,United States,United States,United States,English,No,Part-Time
656233548f2aa15b980e5b1a,5c67a79a2f6d5e000174ced0,APPROVED,2023-11-25T17:48:11.501000Z,2023-11-25T18:05:05.088000Z,2023-11-25T18:05:05.637000Z,2023-11-25T18:05:05.580698Z,1014.0,C871QPIG,1322,Republican,English,34,Male,Mixed,United States,United States,United States,English,No,Full-Time
65623356ba38c8a8d3285894,5758a78d768081000631a322,APPROVED,2023-11-25T17:48:09.019000Z,2023-11-25T17:51:59.148000Z,2023-11-25T17:51:59.692000Z,2023-11-25T17:51:59.631362Z,231.0,C871QPIG,4075,Republican,English,55,Female,White,United States,United States,United States,English,No,Part-Time
65623363a7783faea22858b0,653b07dc6d0abbc519239d1c,APPROVED,2023-11-25T17:48:38.006000Z,2023-11-25T18:01:54.126000Z,2023-11-25T18:01:54.735000Z,2023-11-25T18:01:54.667995Z,797.0,C871QPIG,225,Republican,English,64,Female,Black,United States,United States,United States,English,No,Full-Time
65623376ccad598917c97bb0,5ff591cba89e1b000bfb9852,APPROVED,2023-11-25T17:48:41.837000Z,2023-11-25T17:57:02.539000Z,2023-11-25T17:57:03.166000Z,2023-11-25T17:57:03.098133Z,501.0,C871QPIG,6921,Republican,English,37,Male,White,United States,United States,United States,English,No,Full-Time
6562337bf6b4756ac64c379b,63ecff07b619306f41db42fa,APPROVED,2023-11-25T17:50:39.957000Z,2023-11-25T17:58:26.867000Z,2023-11-25T17:58:27.491000Z,2023-11-25T17:58:27.432878Z,467.0,C871QPIG,1581,Republican,English,33,Male,White,United States,United States,United States,English,No,Full-Time
656233837389aac2354b69ef,59f226a9d6380600018b2923,APPROVED,2023-11-25T17:48:58.262000Z,2023-11-25T17:58:03.663000Z,2023-11-25T17:58:04.237000Z,2023-11-25T17:58:04.177162Z,546.0,C871QPIG,6984,Republican,English,59,Female,White,United States,United States,United States,English,No,Full-Time
6562339149d17889d8a5dfe2,62d59a066ee263bb659aa445,APPROVED,2023-11-25T17:49:08.864000Z,2023-11-25T17:55:26.352000Z,2023-11-25T17:55:26.910000Z,2023-11-25T17:55:26.847487Z,378.0,C871QPIG,3945,Republican,English,70,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
656233a5175724ea7f1841c0,64d901edd0bcbd2cf64d560f,APPROVED,2023-11-25T17:56:22.466000Z,2023-11-25T18:17:43.377000Z,2023-11-25T18:17:43.886000Z,2023-11-25T18:17:43.807818Z,1281.0,C871QPIG,761,Republican,English,50,Male,White,United States,United States,United States,English,Yes,Full-Time
656233b06821cc8b3f1a3e7d,5fd67cce91f9895969c0edee,APPROVED,2023-11-25T17:49:39.792000Z,2023-11-25T17:53:41.831000Z,2023-11-25T17:53:42.373000Z,2023-11-25T17:53:42.304822Z,243.0,C871QPIG,5021,Republican,English,32,Male,Black,United States,United States,United States,English,No,Full-Time
656233b2d31b0077434470d4,6334b0fc574064de4e68f578,APPROVED,2023-11-25T17:49:38.750000Z,2023-11-25T17:54:52.757000Z,2023-11-25T17:54:53.262000Z,2023-11-25T17:54:53.197169Z,315.0,C871QPIG,2671,Republican,"English, Spanish",63,Female,White,United States,United States,United States,English,No,Full-Time
656233c25b88c55ff4e8f5f3,60fc828f90e7be230f078723,APPROVED,2023-11-25T17:50:03.206000Z,2023-11-25T18:03:29.313000Z,2023-11-25T18:03:29.888000Z,2023-11-25T18:03:29.825687Z,807.0,C871QPIG,417,Republican,English,35,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
656233dded7a09c1aec5a2a5,5d909be93113b700156fcaeb,APPROVED,2023-11-25T17:50:38.127000Z,2023-11-25T18:06:36.623000Z,2023-11-25T18:06:37.177000Z,2023-11-25T18:06:37.118766Z,959.0,C871QPIG,1053,Republican,English,30,Male,White,United States,United States,United States,English,No,Full-Time
656233deba9e145a221ed571,63d7a8a2591096e22405d64a,APPROVED,2023-11-25T17:50:26.587000Z,2023-11-25T17:54:25.654000Z,2023-11-25T17:54:26.206000Z,2023-11-25T17:54:26.143748Z,240.0,C871QPIG,1075,Republican,English,37,Male,White,United States,United States,United States,English,No,Full-Time
656233df3999ef1271a16462,559d303cfdf99b7e7408f0c2,APPROVED,2023-11-25T17:50:36.419000Z,2023-11-25T17:59:39.035000Z,2023-11-25T17:59:39.551000Z,2023-11-25T17:59:39.492466Z,543.0,C871QPIG,558,Republican,English,60,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
656233f6a5393b4df5989dc5,5d99f1a45a1126001c5c0a84,APPROVED,2023-11-25T17:50:49.595000Z,2023-11-25T17:58:33.475000Z,2023-11-25T17:58:33.996000Z,2023-11-25T17:58:33.930879Z,464.0,C871QPIG,2857,Republican,English,41,Male,White,United States,United States,United States,English,No,Full-Time
