CAM	participantCAM	id	date	daughterID	motherID	intensity	agreement	isBidirectional	isDeletable	isActive
ac65f89b-77aa-4a16-9186-0ce6d4964205	65410ad762a7e3c570b6273c	71ddefba-a948-4ad3-9066-de55a24c2a32	2023-12-10T10:48:25Z	8c2734f1-82fc-49fd-88df-3e0c248d4386	c303f306-8e5e-4205-b46e-8847d119e002	3	1	0	1	TRUE
ac65f89b-77aa-4a16-9186-0ce6d4964205	65410ad762a7e3c570b6273c	e85c28df-526b-49d9-8558-4a84eab9cf7f	2023-12-10T10:48:29Z	8c2734f1-82fc-49fd-88df-3e0c248d4386	00363e21-ec49-4826-86d5-0d81169de1cf	3	1	0	1	TRUE
ac65f89b-77aa-4a16-9186-0ce6d4964205	65410ad762a7e3c570b6273c	f46fdde9-74cd-413b-b2b2-83a92efdfc88	2023-12-10T10:48:31Z	8c2734f1-82fc-49fd-88df-3e0c248d4386	5c02ccf1-4dee-40cb-8445-7dad12bbb880	3	1	0	1	TRUE
ac65f89b-77aa-4a16-9186-0ce6d4964205	65410ad762a7e3c570b6273c	34132e1c-ca4b-4eb8-ad9f-8355db0e72ed	2023-12-10T10:48:38Z	20bad198-1812-4acb-9239-1f7d6d3e92b6	8c2734f1-82fc-49fd-88df-3e0c248d4386	3	1	0	1	TRUE
ac65f89b-77aa-4a16-9186-0ce6d4964205	65410ad762a7e3c570b6273c	a9d32a76-a77d-411e-8cbc-32a69ac1a508	2023-12-10T10:49:29Z	7db47076-c613-4cb8-a4e3-b7301876a687	8c2734f1-82fc-49fd-88df-3e0c248d4386	3	1	0	1	TRUE
ac65f89b-77aa-4a16-9186-0ce6d4964205	65410ad762a7e3c570b6273c	f73d953c-6307-458f-ab37-77d6cee04e38	2023-12-10T10:49:30Z	b97fd938-beb2-4457-80ff-eed8d140bf9b	8c2734f1-82fc-49fd-88df-3e0c248d4386	3	1	0	1	TRUE
ac65f89b-77aa-4a16-9186-0ce6d4964205	65410ad762a7e3c570b6273c	aedb3bb7-8382-40c1-9390-6f0332dfa797	2023-12-10T10:49:31Z	543dccd3-6f19-42f4-bddb-6eda15329417	8c2734f1-82fc-49fd-88df-3e0c248d4386	3	1	0	1	TRUE
ac65f89b-77aa-4a16-9186-0ce6d4964205	65410ad762a7e3c570b6273c	fab2c928-29fa-4151-96af-58d90adc32e0	2023-12-10T10:51:37Z	8c2734f1-82fc-49fd-88df-3e0c248d4386	57a0f995-da95-4be5-aaf4-bc03dfa0fdaa	3	1	0	1	TRUE
ac65f89b-77aa-4a16-9186-0ce6d4964205	65410ad762a7e3c570b6273c	a6c3a81f-57eb-43bc-8351-94716fb72809	2023-12-10T10:51:39Z	20bad198-1812-4acb-9239-1f7d6d3e92b6	57a0f995-da95-4be5-aaf4-bc03dfa0fdaa	3	1	0	1	TRUE
96328cf1-ed80-4289-8795-233d93caf8db	6053d1011605ac6f3164bc99	e3b2f616-3067-4348-83e7-25dd1aa86b9b	2023-12-10T10:34:52Z	c653e3ae-d15e-46e0-b6e9-6c05cc185b61	02f294dc-7153-439d-b5a2-1e8f30df48b4	9	1	0	1	TRUE
96328cf1-ed80-4289-8795-233d93caf8db	6053d1011605ac6f3164bc99	8ee37e2d-c458-4e6a-9306-3819e6e5a802	2023-12-10T10:35:54Z	7a223457-3e62-4c8e-8c2c-0f7e694d9c3e	02f294dc-7153-439d-b5a2-1e8f30df48b4	9	1	0	1	TRUE
96328cf1-ed80-4289-8795-233d93caf8db	6053d1011605ac6f3164bc99	4a40e892-2f2c-44bc-880b-f0f8ef9ddf98	2023-12-10T10:35:56Z	7a223457-3e62-4c8e-8c2c-0f7e694d9c3e	c653e3ae-d15e-46e0-b6e9-6c05cc185b61	9	1	0	1	TRUE
96328cf1-ed80-4289-8795-233d93caf8db	6053d1011605ac6f3164bc99	1ecca14a-af71-42e8-aced-3d42d3e14a7e	2023-12-10T10:36:41Z	b37b09f6-5b52-4e3e-9c99-129ec2c22572	02f294dc-7153-439d-b5a2-1e8f30df48b4	9	1	0	1	TRUE
96328cf1-ed80-4289-8795-233d93caf8db	6053d1011605ac6f3164bc99	f7439336-e6e1-4212-9e32-cbe4a4b618a4	2023-12-10T10:36:57Z	7d808dd7-4459-45ee-a243-d543f57cd10f	02f294dc-7153-439d-b5a2-1e8f30df48b4	3	1	0	1	TRUE
96328cf1-ed80-4289-8795-233d93caf8db	6053d1011605ac6f3164bc99	7fe7abc6-14ca-48ed-84b2-8493fc0839d2	2023-12-10T10:38:49Z	03a4e08d-467e-4a64-bc5e-0df82bff9efe	b37b09f6-5b52-4e3e-9c99-129ec2c22572	9	0	0	1	TRUE
96328cf1-ed80-4289-8795-233d93caf8db	6053d1011605ac6f3164bc99	5e05bce6-935a-448b-9d23-8a1d34656858	2023-12-10T10:40:00Z	c6e5591d-3834-4742-9f14-240239bae612	7a223457-3e62-4c8e-8c2c-0f7e694d9c3e	9	1	0	1	TRUE
96328cf1-ed80-4289-8795-233d93caf8db	6053d1011605ac6f3164bc99	db233675-abbd-411c-9d11-4b47e9a00a5a	2023-12-10T10:40:02Z	c6e5591d-3834-4742-9f14-240239bae612	02f294dc-7153-439d-b5a2-1e8f30df48b4	3	1	0	1	TRUE
96328cf1-ed80-4289-8795-233d93caf8db	6053d1011605ac6f3164bc99	89261abe-8581-414b-b090-414a14b07737	2023-12-10T10:40:42Z	7d808dd7-4459-45ee-a243-d543f57cd10f	781785db-cf8c-4794-ae42-bb0a028d42b8	3	1	0	1	TRUE
96328cf1-ed80-4289-8795-233d93caf8db	6053d1011605ac6f3164bc99	68add445-e0e6-47ce-b82f-186bc7023f80	2023-12-10T10:41:23Z	c11c166f-6a61-4d75-9075-b53b1d5c3198	7d808dd7-4459-45ee-a243-d543f57cd10f	3	1	0	1	TRUE
96328cf1-ed80-4289-8795-233d93caf8db	6053d1011605ac6f3164bc99	789b5134-14cc-41b4-8f9c-cdfa6f7ab07a	2023-12-10T10:42:58Z	781785db-cf8c-4794-ae42-bb0a028d42b8	3024aab8-586e-4800-818c-56ca1fc1fc2c	3	1	0	1	TRUE
96328cf1-ed80-4289-8795-233d93caf8db	6053d1011605ac6f3164bc99	5882a080-9fcb-467f-8983-41bf65098d5f	2023-12-10T10:45:32Z	02f294dc-7153-439d-b5a2-1e8f30df48b4	ad61f72e-c759-45f9-b25e-eed62e07cf71	3	1	0	1	TRUE
96328cf1-ed80-4289-8795-233d93caf8db	6053d1011605ac6f3164bc99	64a9ea7a-d88a-4812-a9a7-96e88ae23411	2023-12-10T10:46:38Z	e2e02817-70cb-4224-a412-6b9a740ea16d	02f294dc-7153-439d-b5a2-1e8f30df48b4	9	1	0	1	TRUE
96328cf1-ed80-4289-8795-233d93caf8db	6053d1011605ac6f3164bc99	7559ffaf-c0b2-42d2-a9a9-d9e4be1c07c7	2023-12-10T10:46:48Z	e2e02817-70cb-4224-a412-6b9a740ea16d	c11c166f-6a61-4d75-9075-b53b1d5c3198	9	0	0	1	TRUE
96328cf1-ed80-4289-8795-233d93caf8db	6053d1011605ac6f3164bc99	c10c4fe4-2446-4222-84a6-2dbf253e2dfa	2023-12-10T10:47:08Z	e2e02817-70cb-4224-a412-6b9a740ea16d	3024aab8-586e-4800-818c-56ca1fc1fc2c	9	0	0	1	TRUE
96328cf1-ed80-4289-8795-233d93caf8db	6053d1011605ac6f3164bc99	cc981c46-6a58-4f4e-852d-078ba86977e3	2023-12-10T10:49:00Z	62c0f1c2-1150-4c37-b06d-854cfa7db20a	e2e02817-70cb-4224-a412-6b9a740ea16d	9	1	0	1	TRUE
89fab424-c113-46a2-a10f-aceb3b9f81e8	65465caa5dcdb76a16d563b3	b50286b4-614f-4bf3-b98c-a7803a3c5bb7	2023-12-10T10:51:08Z	44f2d3bf-be6c-4a5d-9db4-d860e97e4ed0	99214e57-23b0-443d-9bcc-94fd4c45f210	6	1	0	1	TRUE
89fab424-c113-46a2-a10f-aceb3b9f81e8	65465caa5dcdb76a16d563b3	c08f05b8-5e87-4f63-9497-0601e4cc6a9f	2023-12-10T10:51:09Z	c95f119a-b700-4910-9375-f3cd357c0997	44f2d3bf-be6c-4a5d-9db4-d860e97e4ed0	9	1	0	1	TRUE
89fab424-c113-46a2-a10f-aceb3b9f81e8	65465caa5dcdb76a16d563b3	b7b70e57-df3a-45ff-8337-87cd3a56a1b8	2023-12-10T10:51:11Z	99214e57-23b0-443d-9bcc-94fd4c45f210	bc82ab5e-7f58-44d7-adff-7c960f841ef6	3	1	0	1	TRUE
89fab424-c113-46a2-a10f-aceb3b9f81e8	65465caa5dcdb76a16d563b3	0913fbb1-2fe5-4c30-9249-5477bd829446	2023-12-10T10:51:12Z	61d32b14-c275-4af4-910f-f2765f0a2102	bc82ab5e-7f58-44d7-adff-7c960f841ef6	9	1	0	1	TRUE
89fab424-c113-46a2-a10f-aceb3b9f81e8	65465caa5dcdb76a16d563b3	db1a94ab-446d-479c-ae49-ef5cdffdf56a	2023-12-10T10:51:34Z	0300bd60-ca1d-4ff6-99ba-41b511017b73	bc82ab5e-7f58-44d7-adff-7c960f841ef6	9	0	0	1	TRUE
89fab424-c113-46a2-a10f-aceb3b9f81e8	65465caa5dcdb76a16d563b3	b8a2f5d6-4675-4ab7-aa5f-8046329f38a1	2023-12-10T10:52:19Z	ac978ace-15a6-4330-9b5f-edaf190c2800	44f2d3bf-be6c-4a5d-9db4-d860e97e4ed0	6	0	0	1	TRUE
89fab424-c113-46a2-a10f-aceb3b9f81e8	65465caa5dcdb76a16d563b3	ad77a518-3e13-4581-8b3d-05d85a6a816f	2023-12-10T10:53:03Z	91086341-aa81-4e3c-9678-46e118e983aa	bc82ab5e-7f58-44d7-adff-7c960f841ef6	9	0	0	1	TRUE
89fab424-c113-46a2-a10f-aceb3b9f81e8	65465caa5dcdb76a16d563b3	078f9634-40de-4187-ba27-249d41051ee1	2023-12-10T10:53:14Z	ac978ace-15a6-4330-9b5f-edaf190c2800	f3f9f5b7-732a-4808-bb63-531bf36e756f	6	1	0	1	TRUE
89fab424-c113-46a2-a10f-aceb3b9f81e8	65465caa5dcdb76a16d563b3	bc204f77-f2db-40c0-a6ad-6e965ea7540c	2023-12-10T10:53:44Z	99214e57-23b0-443d-9bcc-94fd4c45f210	99930d60-03f7-43bd-9c3b-c8c975d54bbd	3	1	0	1	TRUE
89fab424-c113-46a2-a10f-aceb3b9f81e8	65465caa5dcdb76a16d563b3	f25ab77a-ba2a-4fce-b88f-1ffcf3336d3f	2023-12-10T10:53:59Z	99214e57-23b0-443d-9bcc-94fd4c45f210	02572037-1428-4773-bdba-54e2b87bdbf5	9	1	0	1	TRUE
89fab424-c113-46a2-a10f-aceb3b9f81e8	65465caa5dcdb76a16d563b3	b7379578-28c3-4062-8292-5f076f999ae7	2023-12-10T10:55:01Z	99214e57-23b0-443d-9bcc-94fd4c45f210	33354bfb-d82b-4899-ae3c-84a9b46bac6e	3	1	0	1	TRUE
89fab424-c113-46a2-a10f-aceb3b9f81e8	65465caa5dcdb76a16d563b3	52b12ab9-a613-46dd-b674-6a7e236e164e	2023-12-10T10:55:21Z	46e175cb-ead3-40a8-94ee-479cae6d00ca	f3f9f5b7-732a-4808-bb63-531bf36e756f	3	0	0	1	TRUE
89fab424-c113-46a2-a10f-aceb3b9f81e8	65465caa5dcdb76a16d563b3	3078f4cb-c0fe-4b39-b960-79912c6201a9	2023-12-10T10:55:29Z	46e175cb-ead3-40a8-94ee-479cae6d00ca	ac978ace-15a6-4330-9b5f-edaf190c2800	6	1	0	1	TRUE
5b5bbdca-3a16-4d28-8cd5-0fe011e4791c	650a5cc55e8ddf8bae0b81fb	a6712166-5060-4512-a115-d5647640842f	2023-12-10T10:37:30Z	fdff2502-b1c3-40aa-bdc1-7bd7b48ea4c6	23ef9a08-80e2-4792-8ce0-87e6dd4b6660	6	1	0	1	TRUE
5b5bbdca-3a16-4d28-8cd5-0fe011e4791c	650a5cc55e8ddf8bae0b81fb	02fd0b5e-293a-4ad3-91c6-aa0a2723bca8	2023-12-10T10:37:32Z	7548ac75-8877-4a2a-9a01-fd7a84e3e708	23ef9a08-80e2-4792-8ce0-87e6dd4b6660	9	1	0	1	TRUE
5b5bbdca-3a16-4d28-8cd5-0fe011e4791c	650a5cc55e8ddf8bae0b81fb	10322ab4-9d19-42b4-a2ac-a318a72bcfb6	2023-12-10T10:37:48Z	1a5a1a1b-172b-4f71-8669-64f78624896b	fdff2502-b1c3-40aa-bdc1-7bd7b48ea4c6	3	1	0	1	TRUE
5b5bbdca-3a16-4d28-8cd5-0fe011e4791c	650a5cc55e8ddf8bae0b81fb	5ac1f832-ca62-41d9-b7e8-46833a0977e0	2023-12-10T10:38:18Z	0d8f9674-f123-4a7a-8b42-662dafc08cfa	1a5a1a1b-172b-4f71-8669-64f78624896b	9	1	0	1	TRUE
5b5bbdca-3a16-4d28-8cd5-0fe011e4791c	650a5cc55e8ddf8bae0b81fb	7d5fda6c-4b7b-430e-b1e0-1820c27ff3a8	2023-12-10T10:38:34Z	f5da1b90-b865-4278-96dd-d524faabd77b	fdff2502-b1c3-40aa-bdc1-7bd7b48ea4c6	3	1	0	1	TRUE
5b5bbdca-3a16-4d28-8cd5-0fe011e4791c	650a5cc55e8ddf8bae0b81fb	723e3bc7-c65f-4f59-9a40-154631d2235d	2023-12-10T10:38:57Z	4311de40-a58f-49e9-9447-740e73fc5e6e	23ef9a08-80e2-4792-8ce0-87e6dd4b6660	3	1	0	1	TRUE
5b5bbdca-3a16-4d28-8cd5-0fe011e4791c	650a5cc55e8ddf8bae0b81fb	f2da7e59-e09a-4aaf-a769-8d41071dded6	2023-12-10T10:39:26Z	975881e0-ad93-44c3-9ae8-b3bd3fc7dcf1	fdff2502-b1c3-40aa-bdc1-7bd7b48ea4c6	9	1	0	1	TRUE
5b5bbdca-3a16-4d28-8cd5-0fe011e4791c	650a5cc55e8ddf8bae0b81fb	b95e01aa-dc5f-4387-a107-47ace8f9f7bb	2023-12-10T10:39:32Z	9201d6ab-b69b-4851-829a-4212b27bc3ba	fdff2502-b1c3-40aa-bdc1-7bd7b48ea4c6	9	1	0	1	TRUE
5b5bbdca-3a16-4d28-8cd5-0fe011e4791c	650a5cc55e8ddf8bae0b81fb	e1bc71f3-bd83-4dc1-9d45-bff3ce5f45c6	2023-12-10T10:39:39Z	555a473c-02ed-48c7-9429-47b01fbd2e45	fdff2502-b1c3-40aa-bdc1-7bd7b48ea4c6	3	1	0	1	TRUE
5b5bbdca-3a16-4d28-8cd5-0fe011e4791c	650a5cc55e8ddf8bae0b81fb	121984c9-b51d-4219-8a8d-22bc8d0b31d9	2023-12-10T10:40:37Z	ee18a27f-6cd5-45dd-89c4-795a92418341	975881e0-ad93-44c3-9ae8-b3bd3fc7dcf1	9	1	0	1	TRUE
5b5bbdca-3a16-4d28-8cd5-0fe011e4791c	650a5cc55e8ddf8bae0b81fb	4dfe70db-1dc5-4960-a036-30d384d16638	2023-12-10T10:40:44Z	fa83d70d-3e0a-4b21-9a7a-725362c8e91f	fdff2502-b1c3-40aa-bdc1-7bd7b48ea4c6	6	1	0	1	TRUE
5b5bbdca-3a16-4d28-8cd5-0fe011e4791c	650a5cc55e8ddf8bae0b81fb	b705a47e-a6f9-4329-95f2-0e87b50900fa	2023-12-10T10:40:53Z	3da0b23b-a01d-483f-9b65-ac02e3747b1b	fdff2502-b1c3-40aa-bdc1-7bd7b48ea4c6	9	1	0	1	TRUE
8120cee9-8651-4109-a700-a43c9365d39c	6546ae64283c55141ad64787	f1f1aa5a-af3a-4e0f-b0db-1caf92a9f06e	2023-12-10T10:34:16Z	58f90831-cc81-4373-b403-2e92e25cb5c4	a457669d-6b37-4c70-bcf0-78717411b9b0	9	1	0	1	TRUE
8120cee9-8651-4109-a700-a43c9365d39c	6546ae64283c55141ad64787	7c615b9c-4edc-43f3-a54c-426b34b15972	2023-12-10T10:34:21Z	a457669d-6b37-4c70-bcf0-78717411b9b0	b5c34ca0-7db3-46d1-a3a0-2e9faf95c446	3	1	0	1	TRUE
8120cee9-8651-4109-a700-a43c9365d39c	6546ae64283c55141ad64787	a30b8dbc-45cb-4cf4-a6b6-990d4a753379	2023-12-10T10:35:12Z	58f90831-cc81-4373-b403-2e92e25cb5c4	ad6a4b45-8f06-468b-bbb9-fe86983574e0	6	0	0	1	TRUE
8120cee9-8651-4109-a700-a43c9365d39c	6546ae64283c55141ad64787	4133f5ff-b28e-4af4-8f51-cf5c70acca64	2023-12-10T10:35:49Z	ad6a4b45-8f06-468b-bbb9-fe86983574e0	988a24dc-3008-4b05-ba01-c97579d67f2f	9	1	0	1	TRUE
8120cee9-8651-4109-a700-a43c9365d39c	6546ae64283c55141ad64787	eec4faa4-4e95-4793-9be1-7a8504dff49a	2023-12-10T10:35:58Z	58f90831-cc81-4373-b403-2e92e25cb5c4	988a24dc-3008-4b05-ba01-c97579d67f2f	6	1	0	1	TRUE
8120cee9-8651-4109-a700-a43c9365d39c	6546ae64283c55141ad64787	e6f1ddf6-b6c0-425d-a363-95ea7653b8af	2023-12-10T10:36:41Z	a457669d-6b37-4c70-bcf0-78717411b9b0	8a7e479c-4c59-478e-a747-a72b098e8a35	9	1	0	1	TRUE
8120cee9-8651-4109-a700-a43c9365d39c	6546ae64283c55141ad64787	606c1636-02c0-4715-ac9a-3e346401932f	2023-12-10T10:37:21Z	26de3675-6431-46e5-be7f-746cc59ca026	a457669d-6b37-4c70-bcf0-78717411b9b0	9	1	0	1	TRUE
8120cee9-8651-4109-a700-a43c9365d39c	6546ae64283c55141ad64787	1245284c-1a58-4102-bae7-9a3dc4727818	2023-12-10T10:38:08Z	02039831-e863-405d-b4d8-e98b30ac9298	a457669d-6b37-4c70-bcf0-78717411b9b0	9	1	0	1	TRUE
8120cee9-8651-4109-a700-a43c9365d39c	6546ae64283c55141ad64787	f7403dda-9343-4f48-a93e-8ffc961f496c	2023-12-10T10:38:40Z	02039831-e863-405d-b4d8-e98b30ac9298	83dd8b51-0b1b-46b5-ae74-97dfdbf10269	3	1	0	1	TRUE
8120cee9-8651-4109-a700-a43c9365d39c	6546ae64283c55141ad64787	cf92dbab-1c6a-4a5c-a5cb-b88ed9592665	2023-12-10T10:39:11Z	02039831-e863-405d-b4d8-e98b30ac9298	e2b80199-5c3b-425f-9af8-af7f429ad7c6	9	1	0	1	TRUE
8120cee9-8651-4109-a700-a43c9365d39c	6546ae64283c55141ad64787	abf6baa2-ef2a-4bda-a02a-58a341c86d17	2023-12-10T10:41:23Z	d86ed9e1-09d5-4c19-a591-e8963a64f067	6c47b9ee-d83d-47e7-848e-3f552d0b5d87	6	1	0	1	TRUE
8120cee9-8651-4109-a700-a43c9365d39c	6546ae64283c55141ad64787	19c87d0e-26ad-4c30-ad84-b5407a6331f4	2023-12-10T10:41:51Z	a457669d-6b37-4c70-bcf0-78717411b9b0	d86ed9e1-09d5-4c19-a591-e8963a64f067	3	1	0	1	TRUE
b8dfdbea-30d5-478f-bdf2-3e20e3b0c4e6	653128a510c3e3686565e042	62f57097-fff7-4956-95d9-9dfe1d5caf35	2023-12-10T11:30:55Z	5d027ae1-f4a0-4b62-b0c4-635476bb4d33	b77fe8ac-3e74-4c1e-bdda-7162cfc168d8	9	1	0	1	TRUE
b8dfdbea-30d5-478f-bdf2-3e20e3b0c4e6	653128a510c3e3686565e042	57b84c99-30d7-4d75-8aef-6e3659be83d0	2023-12-10T11:31:09Z	efccf267-13bd-46c2-8ca4-c03c60680e04	5d027ae1-f4a0-4b62-b0c4-635476bb4d33	9	1	0	1	TRUE
b8dfdbea-30d5-478f-bdf2-3e20e3b0c4e6	653128a510c3e3686565e042	a47bc42b-f117-4a92-a229-34d0ce57830b	2023-12-10T11:31:14Z	b77fe8ac-3e74-4c1e-bdda-7162cfc168d8	a6db2a99-f4f5-49e7-8abd-40ae456b9a99	9	1	0	1	TRUE
b8dfdbea-30d5-478f-bdf2-3e20e3b0c4e6	653128a510c3e3686565e042	7a374cd4-c894-484d-b084-7defec90798a	2023-12-10T11:31:21Z	ea1f91a9-4de5-466b-a8ff-6b8d7d59a6b2	a6db2a99-f4f5-49e7-8abd-40ae456b9a99	3	1	0	1	TRUE
b8dfdbea-30d5-478f-bdf2-3e20e3b0c4e6	653128a510c3e3686565e042	533f74f3-353d-42c0-b384-1687d0ec075d	2023-12-10T11:31:23Z	ea1f91a9-4de5-466b-a8ff-6b8d7d59a6b2	e325ed7b-2489-4e41-9b31-83dc089c9dd1	3	1	0	1	TRUE
b8dfdbea-30d5-478f-bdf2-3e20e3b0c4e6	653128a510c3e3686565e042	1b55ffd2-9f75-4743-b365-700b28d18be0	2023-12-10T11:31:26Z	efccf267-13bd-46c2-8ca4-c03c60680e04	e325ed7b-2489-4e41-9b31-83dc089c9dd1	9	1	0	1	TRUE
b8dfdbea-30d5-478f-bdf2-3e20e3b0c4e6	653128a510c3e3686565e042	56177a0b-bf06-4076-837f-9d3efa8951e8	2023-12-10T11:31:28Z	d1d6e580-886c-4312-90a3-8e92fecdf604	efccf267-13bd-46c2-8ca4-c03c60680e04	9	1	0	1	TRUE
b8dfdbea-30d5-478f-bdf2-3e20e3b0c4e6	653128a510c3e3686565e042	86625cfb-7685-4a35-b896-b5b2f8a9ed66	2023-12-10T11:31:29Z	e325ed7b-2489-4e41-9b31-83dc089c9dd1	d1d6e580-886c-4312-90a3-8e92fecdf604	3	1	0	1	TRUE
b8dfdbea-30d5-478f-bdf2-3e20e3b0c4e6	653128a510c3e3686565e042	f14ec07c-6dbd-4e66-b125-758ffaf54c4f	2023-12-10T11:32:41Z	4811b856-d9f1-4650-a4f8-7c30d9f97b0d	82cd33af-feb5-4a22-9bbd-0b317fe9f8b7	3	1	0	1	TRUE
